0,1,100,100,0,6528,148,6455,144,360757,29.4931,366.243,1570,6455
0,1,100,100,0,6528,148,6487,145,419748,30.8207,418.483,1587,6487
0,1,100,100,0,6528,148,6502,148,379764,28.3311,381.257,1564,6502
0,1,100,100,0,6528,148,6427,146,350125,28.7945,341.952,1568,6427
0,1,100,100,0,6528,148,6444,146,406216,29.2123,399.24,1561,6444
0,1,100,100,0,6528,148,6485,148,417823,29.4189,411.831,1562,6485
0,1,100,100,0,6528,148,6503,148,393935,29.2568,388.243,1617,6503
0,1,100,100,0,6528,148,6506,148,379775,28.0068,372.486,1566,6506
0,1,100,100,0,6528,148,6507,145,348807,28.0552,341.545,1571,6507
0,1,100,100,0,6528,148,6444,140,392071,29.2071,391.4,1569,6444
0,1,100,100,0,6528,148,6490,148,378575,29.6892,384.676,1571,6490
0,1,100,100,0,6528,148,6528,148,365118,31.0608,357.304,1592,6528
0,1,100,100,0,6528,148,6460,145,518151,31.8483,507.834,1605,6460
0,1,100,100,0,6528,148,6508,148,356791,30.8851,353.655,1587,6508
0,1,100,100,0,6528,148,6451,146,375711,29.5822,377.418,1553,6451
0,1,100,100,0,6528,148,6503,148,379693,29.1149,369.527,1574,6503
0,1,100,100,0,6528,148,6485,146,425987,31.3973,422.205,1575,6485
0,1,100,100,0,6528,148,6471,146,421040,30.4041,411.027,1576,6471
0,1,100,100,0,6528,148,6524,148,318316,28.1959,307.676,1569,6524
0,1,100,100,0,6528,148,6481,148,460269,29.1284,450.216,1616,6481
0,1,100,100,0,6528,148,6516,148,343715,28.3919,347.662,1582,6516
0,1,100,100,0,6528,148,6502,148,371907,28.6757,370.426,1566,6502
0,1,100,100,0,6528,148,6471,148,402070,30.2635,393.034,1586,6471
0,1,100,100,0,6528,148,6476,148,450463,29.8649,444.115,1545,6476
0,1,100,100,0,6528,148,6523,148,421369,31.0878,411.547,1613,6523
0,1,100,100,0,6528,148,6472,148,369125,28.6216,362.716,1559,6472
0,1,100,100,0,6528,148,6512,148,384017,28.6959,377.034,1597,6512
0,1,100,100,0,6528,148,6485,148,446831,32.8446,446.473,1589,6485
0,1,100,100,0,6528,148,6479,148,384934,28.0068,376.595,1573,6479
0,1,100,100,0,6528,148,6480,148,397332,28.3176,399.284,1573,6480
0,1,100,100,0,6528,148,6507,146,414759,28.8356,411.342,1572,6507
0,1,100,100,0,6528,148,6484,148,393434,28.0676,383.98,1563,6484
0,1,100,100,0,6528,148,6471,148,444584,32.9459,436.216,1564,6471
0,1,100,100,0,6528,148,6418,140,468186,29.9143,459.171,1570,6418
0,1,100,100,0,6528,148,6486,148,420023,29.9189,411.986,1581,6486
0,1,100,100,0,6528,148,6492,148,391405,30.8243,381.554,1572,6492
0,1,100,100,0,6528,148,6506,148,372708,28.8514,365.757,1596,6506
0,1,100,100,0,6528,148,6528,148,377772,29.1824,367.014,1599,6528
0,1,100,100,0,6528,148,6512,145,372456,27.8138,363.821,1573,6512
0,1,100,100,0,6528,148,6496,148,433751,29.3243,426.878,1602,6496
0,1,100,100,0,6528,148,6443,142,419452,30.0704,412.838,1567,6443
0,1,100,100,0,6528,148,6462,148,395758,30.0676,389.52,1552,6462
0,1,100,100,0,6528,148,6518,148,342376,28.3041,331.797,1578,6518
0,1,100,100,0,6528,148,6487,148,401689,30.6014,397.48,1607,6487
0,1,100,100,0,6528,148,6512,148,392311,28.6622,382.48,1582,6512
0,1,100,100,0,6528,148,6508,148,376168,28.3919,365.561,1622,6508
0,1,100,100,0,6528,148,6518,148,345968,28.6959,338.953,1588,6518
0,1,100,100,0,6528,148,6507,148,397185,29.9595,390.182,1591,6507
0,1,100,100,0,6528,148,6508,148,404866,30.8784,400.993,1601,6508
0,1,100,100,0,6528,148,6511,148,376114,27.7027,378.919,1603,6511
0,1,100,100,0,6528,148,6501,148,370084,28.1622,361.095,1576,6501
0,1,100,100,0,6528,148,6503,148,400092,29.1892,390.054,1601,6503
