0,1,100,300,0,6528,148,6180,137,7.64676e+06,41.3942,7733.18,1868,6180
0,1,100,300,0,6528,148,6347,136,7.53525e+06,42.0735,7681.38,1923,6347
0,1,100,300,0,6528,148,6159,148,8.39592e+06,42.8311,8401.86,1885,6159
0,1,100,300,0,6528,148,6199,144,8.75072e+06,46.2986,8784.35,1859,6199
0,1,100,300,0,6528,148,6161,141,8.4948e+06,43.7943,8570.38,1847,6161
0,1,100,300,0,6528,148,6222,138,8.42872e+06,42.9855,8638.63,1896,6222
0,1,100,300,0,6528,148,6417,146,6.67548e+06,40.3699,6795.23,1958,6417
0,1,100,300,0,6528,148,6295,143,7.93022e+06,40.6224,7978,1906,6295
0,1,100,300,0,6528,148,6384,148,7.03809e+06,41.8176,7106.39,1951,6384
0,1,100,300,0,6528,148,6413,146,8.24795e+06,46.1781,8237.55,1939,6413
0,1,100,300,0,6528,148,6372,141,7.20214e+06,41.6525,7223.49,1935,6372
0,1,100,300,0,6528,148,16,0,-nan,-nan,-nan,2,16
0,1,100,300,0,6528,148,6327,144,7.79382e+06,40.6319,7916.57,1915,6327
0,1,100,300,0,6528,148,6364,145,6.81032e+06,40.0207,6839.98,1938,6364
0,1,100,300,0,6528,148,6440,138,7.93582e+06,40.413,7970.31,1972,6440
0,1,100,300,0,6528,148,6344,146,7.42217e+06,42.1027,7643.37,1917,6344
0,1,100,300,0,6528,148,6334,141,7.53089e+06,39.922,7528.88,1913,6334
0,1,100,300,0,6528,148,6325,145,7.72729e+06,41.131,7750.73,1915,6325
0,1,100,300,0,6528,148,6298,139,7.07381e+06,40.6547,7100.58,1911,6298
0,1,100,300,0,6528,148,6231,148,7.78015e+06,41.25,7770.55,1880,6231
0,1,100,300,0,6528,148,6323,142,7.66874e+06,41.7042,7664.97,1917,6323
0,1,100,300,0,6528,148,6401,141,7.91612e+06,41.3759,7918.62,1966,6401
0,1,100,300,0,6528,148,6384,141,8.38614e+06,44.0567,8374.52,1942,6384
0,1,100,300,0,6528,148,6251,145,7.88323e+06,43.2414,7880.94,1893,6251
0,1,100,300,0,6528,148,6328,148,8.33044e+06,44.9932,8357.55,1927,6328
0,1,100,300,0,6528,148,6283,135,8.66118e+06,51.3556,8719.92,1900,6283
0,1,100,300,0,6528,148,6366,139,9.16024e+06,45.5899,9207.07,1939,6366
0,1,100,300,0,6528,148,6257,141,9.78094e+06,49.4681,9773.28,1880,6257
0,1,100,300,0,6528,148,6314,143,7.75683e+06,43,7785.57,1906,6314
0,1,100,300,0,6528,148,6271,140,8.08257e+06,43.7,8161.18,1884,6271
0,1,100,300,0,6528,148,6278,141,7.88422e+06,41.4326,7989.28,1900,6278
0,1,100,300,0,6528,148,6388,142,7.09268e+06,41.0282,7305.85,1943,6388
0,1,100,300,0,6528,148,6257,138,7.2882e+06,39.0145,7383.33,1896,6257
0,1,100,300,0,6528,148,6341,144,7.62664e+06,43.9931,7727.82,1916,6341
0,1,100,300,0,6528,148,6372,143,7.17332e+06,39.986,7194.28,1919,6372
0,1,100,300,0,6528,148,6344,144,8.71016e+06,43.2361,8714.65,1946,6344
0,1,100,300,0,6528,148,6362,145,7.30343e+06,42.7448,7296.35,1926,6362
0,1,100,300,0,6528,148,6280,143,8.25215e+06,46.035,8308.8,1893,6280
0,1,100,300,0,6528,148,6329,141,7.80308e+06,41.9007,7826.13,1898,6329
0,1,100,300,0,6528,148,6275,148,7.17907e+06,39.3176,7344.22,1904,6275
